Datetime,Load,CR,WR,NER,ER,NR
5/15/2024 2:00,6207.655449,2917.598061,1241.53109,931.1483173,620.7655449,496.6124359
5/15/2024 3:00,6099.905108,2866.955401,1219.981022,914.9857663,609.9905108,487.9924087
5/15/2024 3:00,6099.905108,2866.955401,1219.981022,914.9857663,609.9905108,487.9924087
5/15/2024 4:00,6020.543513,2829.655451,1204.108703,903.081527,602.0543513,481.643481
5/15/2024 4:00,6020.543513,2829.655451,1204.108703,903.081527,602.0543513,481.643481
5/15/2024 5:00,5997.259262,2818.711853,1199.451852,899.5888892,599.7259262,479.7807409
5/15/2024 5:00,5997.259262,2818.711853,1199.451852,899.5888892,599.7259262,479.7807409
5/15/2024 6:00,6141.308126,2886.414819,1228.261625,921.1962189,614.1308126,491.3046501
5/15/2024 6:00,6141.308126,2886.414819,1228.261625,921.1962189,614.1308126,491.3046501
5/15/2024 7:00,6498.63441,3054.358173,1299.726882,974.7951615,649.863441,519.8907528
5/15/2024 7:00,6498.63441,3054.358173,1299.726882,974.7951615,649.863441,519.8907528
5/15/2024 8:00,6863.422623,3225.808633,1372.684525,1029.513393,686.3422623,549.0738098
5/15/2024 8:00,6863.422623,3225.808633,1372.684525,1029.513393,686.3422623,549.0738098
5/15/2024 9:00,7329.834561,3445.022243,1465.966912,1099.475184,732.9834561,586.3867648
5/15/2024 9:00,7329.834561,3445.022243,1465.966912,1099.475184,732.9834561,586.3867648
5/15/2024 10:00,7582.494777,3563.772545,1516.498955,1137.374217,758.2494777,606.5995821
5/15/2024 10:00,7582.494777,3563.772545,1516.498955,1137.374217,758.2494777,606.5995821
5/15/2024 11:00,7762.519868,3648.384338,1552.503974,1164.37798,776.2519868,621.0015894
5/15/2024 11:00,7762.519868,3648.384338,1552.503974,1164.37798,776.2519868,621.0015894
5/15/2024 12:00,7850.992358,3689.966408,1570.198472,1177.648854,785.0992358,628.0793886
5/15/2024 12:00,7850.992358,3689.966408,1570.198472,1177.648854,785.0992358,628.0793886
5/15/2024 13:00,7782.940578,3657.982071,1556.588116,1167.441087,778.2940578,622.6352462
5/15/2024 13:00,7782.940578,3657.982071,1556.588116,1167.441087,778.2940578,622.6352462
5/15/2024 14:00,7792.607229,3662.525398,1558.521446,1168.891084,779.2607229,623.4085783
5/15/2024 14:00,7792.607229,3662.525398,1558.521446,1168.891084,779.2607229,623.4085783
5/15/2024 15:00,7904.11309,3714.933152,1580.822618,1185.616964,790.411309,632.3290472
5/15/2024 15:00,7904.11309,3714.933152,1580.822618,1185.616964,790.411309,632.3290472
